id,titulo,año,duracion (min),pais,direccion,guion,musica,fotografia,productora,reparto,genero,sinopsis,nota,votaciones,web
425220.0,Your Show of Shows (TV Series),1950.0,90.0,Estados Unidos,"['Kingman T. Moore', 'Nat Hiken', 'Max Liebman']","['Mel Brooks', 'Lucille Kallen', 'Danny Simon', 'Neil Simon', 'Mel Tolkin']","['Irwin Kostal', 'Johnny Mandel', 'Alex North']",['NA'],['Max Liebman Productions'],"['Sid Caesar', 'Imogene Coca', 'Carl Reiner', 'Howard Morris', 'James Starbuck', 'Tom Avera']","[['Serie de TV'], ['Comedia']]","Serie de TV (1950-1954). 140 episodios. Serie de comedia en vivo que alternaba sketches con otros espacios humorísticos. Inicialmente protagonizada por Sid Caesar e Imogene Coca, terminarían uniéndose otros cómicos de la época como Carl Reiner y Howard Morris. En la actualidad gran parte de la serie ha desaparecido, quedando sólo algunos segmentos editados en DVD a modo de recopilatorios bajo el título de ""The Best of Sid Caesar"". (FILMAFFINITY)",,,https://www.filmaffinity.com/es/film425220.html
629818.0,Your Show Time (TV Series),1949.0,30.0,Estados Unidos,['Sobey Martin'],['NA'],['William Lava'],['William Bradford\t (B&W)'],['Emitida por la cadena NBC; Marshall Grant / Realm'],"['Arthur Shields', 'Leif Erickson', 'John Archer', 'Marc Daniels', 'Hugo Haas', 'Maria Palmer', 'Selena Royle', 'Richard Travis', 'Stanley Waxman', 'Alan Napier', 'Evelyn Ankers', 'Melville Cooper', 'Edgar Barrier', 'Julie Adams', 'Richard Fraser']","[['Serie de TV'], ['Drama']]","Serie de TV (1949). 1 temporada. 26 episodios. Se trata de dramas filmados de famosos relatos literarios cortos, de autores como Guy de Maupassant, Robert Louis Stevenson, Henry James, Sir Arthur Conan Doyle, etc. Arthur Shields fue el presentador y narrador de la antología. (FILMAFFINITY)",,,https://www.filmaffinity.com/es/film629818.html
682656.0,Your Studio and You (S),1995.0,17.0,Estados Unidos,['Trey Parker'],"['Trey Parker', 'Matt Stone', 'Jeff Wright']",['NA'],['Kenny Gioseffi'],['Universal Pictures'],"['Documentary', 'Sylvester Stallone', 'Demi Moore', 'Steven Spielberg', 'James Cameron', 'John Singleton', 'David Zucker', 'Jerry Zucker', 'Brian Grazer', 'Jeffrey Katzenberg', 'Andrew Bergman', 'Jessica Knoblauch', 'Trey Parker', 'Matt Stone', 'Dian Bachar']",[['Documental']],Parodia del tipo de películas corporativas/industriales que se hacían en los 50. (FILMAFFINITY),"5,9",42.0,https://www.filmaffinity.com/es/film682656.html
348054.0,Neoui Gyeolhonsik,2018.0,,Corea del Sur,['Lee Seok-geun'],['Lee Seok-geun'],['NA'],['NA'],['NA'],"['Park Bo Young', 'Kim Young Kwang', 'Seo Eun Soo', 'Song Jae Rim', 'Shin So Yul']","[['Romance'], ['Comedia']]","Seung Hee (Park Bo Young) y Woo Yeon (Kim Young Kwang) se conocen desde que son estudiantes de secundaria. A Woo Yeon le gusta Seung Hee, pero no sabe si ella siente lo mismo. Después de la graduación de la escuela, ellos empiezan sus carreras, luego de un tiempo Woo Yeon recibe la invitación de boda de Seung Hee.",,,https://www.filmaffinity.com/es/film348054.html
245296.0,Your Worst Nightmare (TV Series),2014.0,43.0,Estados Unidos,"['Scott Thigpen', 'Douglas Berger', 'Georgia Tanner', 'David Moore', 'Dan Bush', 'Jon Swindall']","['Max Grater', 'Mary A. Lively', 'Adam Meyer', 'Maggie Mock', 'Patrick Rogers', 'Chris Schuessler', 'Chip Selby']",['NA'],"['Scott Ippolito', 'Jon Swindall', 'Daniel Friedberg']",['Crazy Legs Productions'],"['Documentary', 'Eric Abraham', 'Clark Sarullo', 'Kevin Todde Coughlin', 'Jeff Sprauve', 'Brody Wellmaker', 'Jason Shablik', 'Kristin Brock', 'Brianna Ferris', 'Sarafina King', 'Hannah Culwell', 'J. Benedict Larmore', 'Mary Russell', 'Jason Vail', 'Muretta Moss', 'Karen Boles', 'Alex Zuko', 'Jason MacDonald', 'Ben Matheny', 'Christian Carmean', 'Sam Brooks', 'Kate Kovach', 'Brian Ashton Smith', 'Chris Shurley', 'Jason Skeen', 'Wayne Hughes', 'Rebecca Lines', 'Kate Leek', 'Angelica-Naia Gabor', 'Ashlee Heath', 'Gene Reilly', 'Tiffany Black', 'Gina Ann Riggs', 'Kenneth Trujillo']","[['Serie de TV'], ['Documental'], ['Thriller']]",Cada episodio de esta serie de investigación se centra en un espeluznante crimen de la vida real y los impactantes detalles detrás del mismo. (FILMAFFINITY),,,https://www.filmaffinity.com/es/film245296.html
974371.0,Neo-hui-deul-eun po-wi-dwaess-da (TV Series),2014.0,60.0,Corea del Sur,['Yoo In-shik'],['Lee Jung-sun'],['Ha Geun-yong'],['NA'],['HB Entertainment / Seoul Broadcasting System'],"['Lee Seung-gi', 'Cha Seung-won', 'Go Ara', 'Ahn Jae-hyun', 'Park Jung-Min', 'Oh Yoon-ah', 'Sung Ji-ru']","[['Serie de TV'], ['Acción'], ['Comedia'], ['Romance']]","La renovación que implementa la Jefa de policia en la estación de Gangnam lleva a cuatro jóvenes novatos a integrarse a la División de Delitos Violentos, pero cada uno de ellos, movido por distintos motivos se convierten en detectives. Se enfrentan a un complicado trabajo y a la fuerte oposición de su propio Jefe de Equipo que les pide su renuncia cada vez que se meten en problemas. Con el paso del tiempo y los distintos casos, los novatos logran ser aceptados por su jefe,  detective Seo, pero los motivos de Dae Goo para ingresar como detective en Gangnam están relacionados a una terrible experiencia vivida hace 11 años y por la cual cambió su nombre y guarda un gran resentimiento; esos hechos se relacionan al jefe Seo...pero aún queda mucho más por descubrir detrás de lo que sólo parecía ser la eliminación de un testigo. (FILMAFFINITY)",,,https://www.filmaffinity.com/es/film974371.html
267717.0,Minami Shineyo (TV Series),2009.0,70.0,Corea del Sur,['Hong Sung-Chang'],"['Hong Jeong-Eun', 'Hong Mi-Ran']",['NA'],['NA'],['SBS'],"['Park Shin-Hye', 'Jang Keun Suk', 'Kim Yu-Jin', 'Lee Hong-Ki', 'Jeong Yong-Hwa', 'Kim In-Kwon', 'Jeong Chan', 'Choi Su-Eun', 'Kim Sung-Ryung']","[['Serie de TV'], ['Comedia'], ['Romance']]","Serie de TV (2009). 16 episodios. Go Mi-Nyu es una novicia que tiene un hermano gemelo llamado Go Mi-Nam cuyo sueño es ser cantante para poder conocer a su madre, ya que fueron abandonados en un orfanato al morir su padre. Un día, el manager de su hermano le pide a Mi-Nyu que se haga pasar por él mientras se recupera de una operación, ya que ha sido elegido para convertirse en el cuarto miembro del grupo más popular de Corea, y si acepta debe hacerlo de inmediato. Por lo tanto, la inocente Mi-Nyu se ve obligada a hacerse pasar por un hombre y a convivir con otros tres. (FILMAFFINITY)","7,4",215.0,https://www.filmaffinity.com/es/film267717.html
978296.0,You're Darn Tootin' (The Music Blasters) (S),1928.0,20.0,Estados Unidos,['Edgar Kennedy'],['H.M. Walker'],['Película Muda'],['Floyd Jackman (B&W)'],['Hal Roach Studios / MGM'],"['Stan Laurel', 'Oliver Hardy', 'Wilson Benge', 'Chet Brandenburg', 'Christian J. Frank']",[['Comedia']],"Stanley y Oliver forman parte de una banda de música municipal, pero les echan por no seguir las indicaciones del director. A raíz de esto, su casera también les echa, pues no se fía de ellos sin trabajo.  No les quedará otra solución que ser músicos callejeros, pero ni en esto tendrán suerte... (FILMAFFINITY)","7,0",33.0,https://www.filmaffinity.com/es/film978296.html
940365.0,You're Dead,1999.0,98.0,Reino Unido,['Andy Hurst'],['Andy Hurst'],['Robert Folk'],['Wedigo von Schultzendorff'],['Atlantic Streamline / Streamline Filmproduktion GmbH'],"['John Hurt', 'Rhys Ifans', 'Claire Skinner', 'Barbara Flynn', 'Roger Ashton-Griffiths', 'John Benfield', 'David Schneider', 'Patrick Field', 'Badi Uzzaman']","[['Thriller'], ['Comedia']]","Un veterano ladrón, legendario en el oficio, planea último robo con la ayuda de dos jóvenes aspirantes a ladrones. El plan es meticuloso y el grupo consigue entrar en el banco y hacerse con el dinero, pero la irrupción de una banda rival llama la atención de las autoridades. Equipos de policía y SWAT rodean el edificio y los tres ladrones toman prisioneros a todos los empleados. Así comienza un asedio de nueve días en el que policías y ladrones encuentran sorprendentes aliados en ambos bandos... (FILMAFFINITY)",,,https://www.filmaffinity.com/es/film940365.html
969919.0,You're Gonna Die Tonight (S),2016.0,18.0,España,['Sergio Morcillo'],"['Clara Ruiz', 'Álvaro Fuentes García (Idea: Sergio Morcillo', 'Ismael de las Heras)']",['Pablo Trujillo'],['Carmen Quintana E.'],['Fonofox / Terror Club'],"['Mónica Aragón', 'Antonio Zancada', 'Francisco Reyes', 'Rafa Casette', 'Enrique Corrales', 'Ismael de las Heras', 'Verónica Goya', 'Elyre Ross', 'Víctor Alcázar']",[['Terror']],Una mujer disfruta del placer de un baño caliente mientras goza de su propio cuerpo. La llamada de un desconocido interrumpe su tranquilidad. La peor noche de su vida acaba de empezar con tan solo unas pocas palabras: “Vas a morir esta noche”. (FILMAFFINITY),"3,7",109.0,https://www.filmaffinity.com/es/film969919.html
203746.0,You're Gonna Miss Me,2005.0,91.0,Estados Unidos,['Keven McAlester'],['NA'],['NA'],['Lee Daniel'],['NA'],"['Documentary', 'Roky Erickson', 'Patti Smith', 'Thurston Moore']",[['Documental']],Documental sobre la figura del músico Roky Erickson. (FILMAFFINITY),"7,1",21.0,https://www.filmaffinity.com/es/film203746.html
671601.0,You're in the Army Now,1941.0,79.0,Estados Unidos,['Lewis Seiler'],"['Paul Girard Smith', 'George Beatty', 'Hugh Cummings']",['Howard Jackson'],['Arthur L. Todd (B&W)'],['Warner Bros.'],"['Jimmy Durante', 'Phil Silvers', 'Jane Wyman', 'Regis Toomey', 'Donald McBride', 'Joe Sawyer', 'Clarence Kolb', 'Paul Harvey', 'George Meeker', 'Paul Stanton', 'Wlliam Haade', 'John Maxwell', 'Etta McDaniel', 'Dick French', 'Anthony Caruso', 'Gig Young', 'Bill Erwin']","[['Comedia'], ['Musical']]",Dos vendedores a domicilio incompetentes se alistan en el ejército sin querer. (FILMAFFINITY),,,https://www.filmaffinity.com/es/film671601.html
306519.0,"You're in the Super Bowl, Charlie Brown (TV)",1994.0,25.0,Estados Unidos,['Bill Melendez'],['Charles M. Schulz'],"['Vince Guaraldi', 'David Benoit']",['Animation'],['Lee Mendelson Film Productions / Charles M. Schulz Creative Associates / United Media Productions'],['Animation'],"[['Animación'], ['Comedia']]",,,,https://www.filmaffinity.com/es/film306519.html
742520.0,You're Killing Me...,2001.0,86.0,Estados Unidos,['Antoni Stutz'],['Amy Kiehl'],['Tom Hiel'],['James Lawrence Spencer'],['Automatic Media'],"['Julie Bowen', 'Traci Lords', 'Dawn Maxey', 'Michael Sottile', 'David Packer', 'Scott Trost', 'Neal McDonough', 'Walter Olkewicz', 'Gabrielle Beimford', 'Ed Evanko']","[['Comedia'], ['Thriller']]",,,,https://www.filmaffinity.com/es/film742520.html
133564.0,You're Killing Me,2015.0,88.0,Estados Unidos,['Jim Hansen'],"['Jim Hansen', 'Jeffery Self']",['NA'],['Janine Sides'],['NA'],"['Shaughn Buchholz', 'James Cerne', 'Mindy Cohn', 'Ranney Draper', 'Drew Droege', 'Carolyn Hennesy', 'Matthew McKelligon', 'Christian Olguin', 'Sam Pancake', 'Edi Patterson', 'Jack Plotnick', 'Bridgid Ryan']","[['Comedia'], ['Terror'], ['Romance']]","George y Joe se sienten inmediatamente atraidos el uno por el otro y comienzan a salir. Los amigos de George no están muy seguros de Joe pues les parece un tipo extraño. You’re Killing Me es una curiosa mezcla entre comedia romántica y una película de terror, que nos muestra lo que sucede cuando se conocen un narcisista aspirante a estrella de Internet y un asesino en serie. (FILMAFFINITY)",,,https://www.filmaffinity.com/es/film133564.html
280023.0,Ni ljuger (You're Lying),1969.0,102.0,Suecia,['Vilgot Sjöman'],"['Vilgot Sjöman (Libro: Lars Karlsson', 'Björn Vilson)']","['Ulf Björlin', 'Cornelis Vreeswijk']",['Olle Ohlsson'],['Sandrews'],"['Börje Ahlstedt', 'Stig Engström', 'Sif Ruud', 'Anita Ekström', 'Göran Graffman', 'Harry Ahlin', 'Bo Holmström']",[['Drama']],Vilgot Sjoman aprovecha su experiencia como carcelero para mostrar los problemas del sistema penal. (FILMAFFINITY),,,https://www.filmaffinity.com/es/film280023.html
560747.0,You're My Boss,2015.0,117.0,Filipinas,['Antoinette Jadaone'],"['Antoinette Jadaone', 'Yoshke Dimen', 'Toni Gonzaga']",['Emerzon Texon'],['Hermann Claravall'],['Star Cinema Productions'],"['Toni Gonzaga', 'Coco Martin', 'Freddie Webb', 'JM de Guzman', 'Gloria Sevilla', 'Adam Chan', 'Noel Trinidad', 'Deniesse Joaquin', 'Jerald Napoles']","[['Comedia'], ['Romance']]","Pong es ejecutivo asistente en una aerolínea donde Georgina Lorenzana es la vicepresidenta de ventas. Georgina es una ejecutiva muy agresiva que hará todo lo que esté a su alcance para cerrar un acuerdo muy importante con un cliente japonés. Su jefe, el presidente de ventas, delega todo en manos de Georgina y asigna a Pong como su ayudante, ya que el se marcha de vacaciones. Los problemas comienzan cuando el japonés declara que sólo hablará con el presidente. Georgina, aterrada por un posible fracaso, le presenta a Pong como su jefe. A partir de ese momento, ambos tienen que continuar la farsa. (FILMAFFINITY)",,,https://www.filmaffinity.com/es/film560747.html
398278.0,Tu Mera 22 Main Tera 22,2013.0,114.0,India,['Amit Prasher'],['Dheeraj Rattan'],['Yo Yo Honey Singh'],['Jailesh Oberoi'],['Speed Records'],"['Karamjeet Anmol', 'Binnu Dhillon', 'Wamiqa Gabbi', 'Amrinder Gill', 'Sharon Johal', 'Harsh Kataria', 'Prabh', 'Bhotu Shah', 'B.N. Sharma', 'Yo Yo Honey Singh', 'Mandy Takhar']",[['Comedia']],"Un padre bien posicionado económicamente, reta a sus dos mimados hijos a vivir durante treinta días con una cantidad ínfima de dinero como condición para poder heredar en un futuro. (FILMAFFINITY)",,,https://www.filmaffinity.com/es/film398278.html
861986.0,You're My Everything,1949.0,94.0,Estados Unidos,['Walter Lang'],"['Will H. Hayes Jr.', 'Lamar Trotti (Argumento: George Jessel)']",['Alfred Newman'],['Arthur E. Arling'],['Twentieth Century Fox Film Corporation'],"['Dan Dailey', 'Anne Baxter', 'Anne Revere', 'Stanley Ridges', 'Shari Robinson', ""Henry O'Neill"", 'Selena Royle', 'Alan Mowbray', 'Robert Arthur', 'Buster Keaton']","[['Comedia'], ['Musical']]","Comedia musical cuya acción transcurre en los años 20, cuando una muchacha llamada Hannah Adams se convierte en una estrella del cine mudo. Incapaz de aclimatarse a la nueva técnica del sonoro, el relevo lo tomará su hija Jane. (FILMAFFINITY)",,,https://www.filmaffinity.com/es/film861986.html
985536.0,Neo-neun Pet,2011.0,,Corea del Sur,['Kim Byung Kon'],['(Manga: Yayoi Ogawa)'],['NA'],['NA'],['Lotte Entertainment'],"['Jang Geun Suk', 'Kim Ha Neul', 'Ryu Tae Joon', 'Yu-mi Jeong']","[['Romance'], ['Comedia']]","Basada en el manga ""Kimi wa petto"" de Owaga Yayoi que fue publicado en la revista kiss entre los años 2000 y 2005 con un total de 14 tomos. La historia trata de Ji Eun es una chica trabajadora y de caracter fuerte, que actualmente trabaja en un periodico importante. un dia en su camino encuentra a In Ho un atractivo chico de 20 años sin dinero y tirado en la calle, quiere bailar ballet y actualmente no tiene donde ir. La soledad hace que Ji Eun lo adopte, llevándolo a casa y tratándolo como una mascota, incluso le pone el nombre de ""Momo"". (FILMAFFINITY)","4,8",85.0,https://www.filmaffinity.com/es/film985536.html
563268.0,You're Nobody 'til Somebody Kills You,2012.0,86.0,Estados Unidos,['Michael A. Pinckney'],['Michael A. Pinckney'],['Evan Evans'],['Ricardo Sarmiento'],['Black Noise Media / ClassCIII Productions'],"['Michael Kenneth Williams', 'Michael Mosley', 'Chance Kelly', 'Limary Agosto', 'Julito McCullum', 'James McDaniel', 'Al Thompson', 'Jordan Carlos', 'Kevin Carroll', 'Big Daddy Kane']","[['Thriller'], ['Terror']]","""You're Nobody 'til somebody kills you"" es una historia llena de acción y suspense acerca de dos detectives de homicidios de Nueva York que se ven forzados a introducirse en el mundo de las apuestas de la industria del Hip-Hop. Una compleja historia sobre asesinatos, sexo, dinero y música, envuelven a estos detectives en la búsqueda de un asesino serial, cuyo apetito es nada mas que las mayores estrellas del hip-hop. (FILMAFFINITY)",,,https://www.filmaffinity.com/es/film563268.html
905845.0,You're Not Alone,2018.0,,Estados Unidos,['Eduardo Rodriguez'],['Andrew Wong'],['Luis Ascanio'],['John DeFazio'],['Vital Pictures'],"['Katia Winter', 'Julee Cerda', 'Zach Avery', 'Emmy James', 'Bettina Skye', 'Richard Bekins', 'Edward Crawford', 'Tobee Paik', 'Sara Harman', 'Meredith Handerhan', 'Martin Barabas', 'Sandra Lucas', 'Whitney Andrews', 'Ashley E. Jones', 'Alexis Alton', 'Jagger Trouant', ""Tom O'Brien""]","[['Terror'], ['Thriller']]",,,,https://www.filmaffinity.com/es/film905845.html
678740.0,"Du är inte klok, Madicken",1979.0,104.0,Suecia,['Göran Graffman'],['Novela: Astrid Lindgren'],['Bengt Hallberg'],['Jörgen Persson'],['Artfilm / Svensk Filmindustri (SF)'],"['Jonna Liljendahl', 'Liv Alsterlund', 'Monica Nordquist', 'Björn Granath', 'Lis Nilheim', 'Birgitta Andersson', 'Allan Edwall', 'Sebastian Håkansson', 'Fredrik Ohlsson', 'Yvonne Lombard', 'Ted Åström', 'Fillie Lyckow', 'Jan Nygren', 'Kerstin Hansson', 'Cecilia Orlando-Willberg', 'Hans Pettersson']",[['Comedia']],"Madicken es una niña sueca de clase alta, creciendo en la época de la I Guerra Mundial (que no incluye a Suecia). Vive felizmente con su familia, experimentando cosas del mundo y haciendo locuras. (FILMAFFINITY)",,,https://www.filmaffinity.com/es/film678740.html
819640.0,You're Skitting Me (TV Series),2012.0,,Australia,"['Damian Davis', 'Peter Lawler']","['Nikos Andronicos', 'Sam Bowring', 'Melinda Buttle', 'Tommy Dassalo', 'Jack Druce', 'Rich Higgins', 'Rob Hunter', 'Matt Kelly', 'Ray Matsen', 'Aleisha McCormack', 'Xavier Michelides', ""Mark O'Toole"", 'Joel Slack-Smith', 'Michael Ward', 'Jon Williams']",['Leonardo Esposito'],['NA'],['Jigsaw Entertainment Pty. Ltd.'],"['Cosmo Renfree', 'Hayden McKertish', 'Jake Fehily', 'Mia Albers', 'Molly Daniels', 'Rowan Hills', 'Branford Gruar', 'Maxine Bergh', 'Moya Zhang', 'Andrea Powell', 'Kaarin Fairfax', 'Lliam Amor']","[['Serie de TV'], ['Comedia'], ['Infantil']]",Serie de TV (2012-Actualidad). Serie cómica para niños. Consta de seis actores adolescentes que realizan numerosos sketches. (FILMAFFINITY),,,https://www.filmaffinity.com/es/film819640.html
796177.0,"You're So Cool, Brewster! The Story of Fright Night",2016.0,146.0,Reino Unido,['Chris Griffiths'],"['Chris Griffiths', 'Neil Morris', 'Gary Smart']",['Lito Velasco'],['Chris Griffiths'],['Dead Mouse Productions'],"['Documentary', 'Chris Sarandon', 'Brian Thompson', 'Jon Gries', 'Amanda Bearse', 'Traci Lind', 'Merritt Butrick', 'Ernie Sabella', 'Julie Carmen', 'Stephen Geoffreys', 'William Ragsdale', 'Tom Holland', 'Art Evans', 'Tommy Lee Wallace', 'Jonathan Stark', 'Simon Bamford', 'Josh Richman', 'Brad Fiedel', 'Mark Irwin', 'Russell Clark', 'Steve Johnson', 'Richard Edlund', 'Randall William Cook', 'Bob Corff', 'Kent Beyda', 'David Lee Madison', 'Bart Mixon', 'Miguel Tejada-Flores', 'Gene Warren Jr.', 'Bill Sturgeon', 'Christopher Warren', 'Rick Stratton', 'Dinah Cancer', 'Bret Mixon', 'David Chackler']",[['Documental']],"Documental que aborda el proceso de creación de ""Noche de miedo"" (1985). Un extenso reportaje con entrevistas a algunos de sus protagonistas que nos hablan del fenómeno que supuso esta cinta, su repercusión, curiosidades de su secuela de 1988 y su remake de 2011. Junto ello se encuentran aspectos relativos a efectos especiales, detrás de las cámaras o imágenes inéditas de una de las cintas de terror vampírico que se convirtió en un clasico de los ochenta. (FILMAFFINITY)",,,https://www.filmaffinity.com/es/film796177.html
868312.0,You're So Cupid!,2010.0,93.0,Estados Unidos,['John Lyde'],['Sally Meyer'],['James Schafer'],['NA'],['Poppy Productions / Mainstay Productions / Paperback Company Films. Distribuida por SunWorld Pictures / Gravitas Ventures [USA] / Eagle Films'],"['Brian Krause', 'Jeremy Sumpter', 'Lauren Holly', 'Caitlin E.J. Meyer', 'Danielle Chuchran', 'Chad Hively', 'Amanda Gallo', 'Malese Jow', 'Jessica Jackson', 'Susan Phelan', 'Zack Phiffer', 'Logan Rogan', 'Nikola Clark', 'Mike Snyder', 'Dayne Rockwood', 'Michael James Brown', 'Juliette Lyde', 'Grace Hallows', 'Lindsay Bird', 'France Nielson', 'Aaliyah Lightfoot', 'Lindsey Groll', 'Josh Nyman', 'Luke Porter', 'Corey Jackson', 'Ethan Lyde', 'Monique Baird', 'Taylor Talbot', 'Eric Kim', 'Adam Baird', 'Calvan Johnson', 'Zack Bullock', 'Julie T. Sanches', 'Adam Kaiser', 'Shalaina Castle']","[['Fantástico'], ['Romance']]","Dos hermanas gemelas, que gustan de formar parejas entre sus compañeros de escuela, descubren que sus habilidades no son un regalo del cielo, sino que en realidad son hijas del auténtico Cupido. La vida se complica cuando las dos se enamoran del mismo chico y pelean por conquistarlo. (FILMAFFINITY)",,,https://www.filmaffinity.com/es/film868312.html
586103.0,You're Telling Me!,1934.0,66.0,Estados Unidos,['Erle C. Kenton'],"['Walter DeLeon', 'Paul M. Jones']","['John Leipold', 'Tom Satterfield']",['Alfred Gilks'],['Paramount Pictures'],"['W.C. Fields', 'Joan Marsh', 'Buster Crabbe', 'Adrienne Ames', 'Louise Carter', 'Kathleen Howard', 'Tammany Young', 'Nora Cecil', 'George Irving']",[['Comedia']],"Las aventuras y desventuras de un inventor de lo más extravagante en su intento por dar una buena vida a su familia mientras tiene que sortear obstáculos en forma de vecindario cotorra y clasista. W. C. Fields en uno de sus habituales y apoteósicos papeles donde da rienda suelta a todas sus habilidades cómicas. Uno de los cómicos más influyentes del Hollywood clásisco, admirado por Woody Allen, David Lynch o Monty Python. (FILMAFFINITY)",,,https://www.filmaffinity.com/es/film586103.html
409897.0,Kailangan ko'y ikaw,2000.0,130.0,Filipinas,['Joyce Bernal'],['Mel Mendoza-Del Rosario'],['NA'],['NA'],['Viva Films'],"['Robin Padilla', 'Regine Velasquez', 'Rufa Mae Quinto', 'Katya Santos', 'Mitch Valdez', 'John Lapus', 'Ray Ventura', 'Roldan Aquino', 'Butz Aquino', 'Marita Zobel', 'Jenny Obrero', 'Metring David', 'Alvin Anson; Shermaine Santiago', 'Joy Viado']","[['Comedia'], ['Musical'], ['Romance']]",,,,https://www.filmaffinity.com/es/film409897.html
933795.0,You're the One (Una historia de entonces),2000.0,109.0,España,['José Luis Garci'],"['José Luis Garci', 'Horacio Valcárcel']",['Varios'],['Raúl Pérez Cubero (B&W)'],['Nickel Odeon Dos / Enrique Cerezo P.C. / PC 29 / Televisión Española / Canal+ España'],"['Lydia Bosch', 'Julia Gutiérrez Caba', 'Juan Diego', 'Ana Fernández', 'Iñaki Miramón', 'Manuel Lozano', 'Fernando Guillén', 'Carlos Hipólito', 'Marisa de Leza', 'Jesús Puente']",[['Drama']],"España, finales de los 40. Julia sufre una profunda depresión a causa del encarcelamiento de su novio, un destacado pintor antifranquista. Hija única de una acaudalada familia, es una mujer culta, que se ha educado en Suiza e Inglaterra, se ha licenciado en Filosofía y Letras y quiere ser escritora. Su abatimiento es tal que decide alejarse de Madrid e ir a pasar una temporada al pequeño pueblo asturiano de Cerralbos del Sella, donde está la gran casona familiar -""Llendelabarca""- en la que vivió los felices veranos de su infancia. Allí la espera Tía Gala, la guardesa, que vive con su nuera Pilara y su nieto Juanito. La relación de Julia con ellos, con el maestro don Orfeo e incluso con el desdichado cura don Matías, hace que, quizá, por primera vez en mucho tiempo, la señorita de la capital no se sienta sola.  (FILMAFFINITY)","6,2",3.718,https://www.filmaffinity.com/es/film933795.html
845433.0,Z.,1969.0,127.0,Argelia,['Costa-Gavras'],['Jorge Semprún (Novela: Vasilis Vasilicós)'],['Mikis Theodorakis'],['Raoul Coutard'],['Coproducción Argelia-Francia; Reggane Films / O.N.C.I.C / Valoria Films'],"['Yves Montand', 'Jean-Louis Trintignant', 'Irene Papas', 'Jacques Perrin', 'François Périer', 'Pierre Dux', 'Charles Denner', 'Marcel Bozzuffi', 'Magali Noël', 'Renato Salvatori']",[['Drama']],"En un país regido por una corrupta democracia, donde el gobierno utiliza a la Policía y al Ejército para erradicar cualquier amenaza izquierdista, un diputado de la oposición es asesinado en plena calle cuando acababa de presidir un mitin de carácter pacifista. De la investigación del caso se encarga un joven magistrado, consciente de que se trata de un crimen político cometido por dos sicarios a sueldo. Al mismo tiempo, un ambicioso periodista se servirá de métodos poco ortodoxos para acumular pruebas que inculpen a varios militantes de un partido de extrema derecha, los cuales, a su vez, atribuyen la responsabilidad del atentado a altos cargos de la policía y del ejército. (FILMAFFINITY)","7,8",4.602,https://www.filmaffinity.com/es/film845433.html
144667.0,Z,2020.0,,Estados Unidos,['Jonás Cuarón'],"['Glenn Gers', 'Lee Shipman', 'Brian McGreevy']",['NA'],['NA'],['Lantica Media / Sobini Films'],['Gael García Bernal'],"[['Ciencia ficción'], ['Aventuras']]",Película que lleva el personaje de El Zorro a una ambientación futurista. (FILMAFFINITY),,,https://www.filmaffinity.com/es/film144667.html
317610.0,Z: A Zombie Musical,2007.0,,Estados Unidos,['John McLean'],['John McLean'],['NA'],['Calley Hollon'],['Dancing Zombies'],"['Cheryl Adendorff', 'Susannah Amiss', 'Robert Tony Antonietti', 'Ames Asbell', 'Vernon Ballard', 'Sunday Ballew', 'Peter Bay', ""Ro' Black"", 'Jessica Blanco', 'Evie Bodenschatz']","[['Comedia'], ['Musical']]","Después de que tres monjas católicas son atacados por un perro zombi y se conviertan en zombis, descubren a un grupo de gentiles y educados cantantes y bailarines zombis que viven en el enclave idílico de 'Zomburbia'. Una de las monjas se niega a aceptar su recién status de zombi y se embarca en un viaje cómico, de autodescubrimiento y violencia... con, naturalmente, mucho cantar y bailar a lo largo del camino. (FILMAFFINITY)",,,https://www.filmaffinity.com/es/film317610.html
