id_envio,fecha_envio,origen,destino,peso_kg,tipo_envio,estado
5798,2025-05-09,Valencia,Zaragoza,43.29,express,en reparto
5799,2025-05-09,Barcelona,Madrid,-0.73,express,en reparto
5800,2025-05-21,Toledo,Bilbao,44.07,estandar,en camino
5801,2025-05-24,Malaga,Granada,-8.8,express,entregado
5802,2025-05-20,Zaragoza,Madrid,30.68,express,en reparto
5803,2025-05-24,Vigo,Madrid,3.68,estandar,entregado
5804,2025-05-14,Madrid,Sevilla,29.98,estandar,en camino
5805,2025-05-19,Vigo,Granada,7.66,estandar,en camino
5806,2025-05-28,Valencia,Granada,,estandar,en reparto
5807,2025-05-17,Bilbao,Valencia,16.13,estandar,entregado
5808,2025-05-30,Madrid,Granada,32.16,express,en camino
5809,2025-05-23,Malaga,Bilbao,35.52,estandar,en camino
5810,2025-05-26,Vigo,Bilbao,42.16,express,entregado
5811,2025-05-20,Bilbao,Granada,16.24,estandar,en reparto
5812,2025-05-16,Malaga,Valencia,18.12,estandar,en reparto
5813,2025-05-12,Malaga,Toledo,9.93,express,en camino
5814,2025-05-09,Sevilla,Bilbao,29.94,estandar,entregado
5815,2025-05-12,Valencia,Sevilla,8.6,express,en reparto
5816,2025-05-28,Toledo,Zaragoza,14.31,express,entregado
5817,2025-05-15,Barcelona,Vigo,29.46,express,en reparto
5818,2025-05-29,Toledo,Bilbao,-3.44,express,en camino
5819,2025-05-06,Bilbao,Madrid,42.25,express,entregado
5820,2025-05-17,Granada,Toledo,23.95,express,en camino
5821,2025-05-09,Bilbao,Granada,-5.0,express,en camino
5822,2025-05-26,Sevilla,Zaragoza,31.99,express,en reparto
5823,,Malaga,Vigo,32.9,express,entregado
5824,2025-05-02,Bilbao,Malaga,-8.3,estandar,en reparto
5825,2025-05-02,Vigo,Zaragoza,28.26,express,en reparto
5826,2025-05-19,Granada,Valencia,45.73,estandar,en camino
5827,2025-05-11,Valencia,Barcelona,36.47,estandar,en camino
5828,2025-05-06,Toledo,Vigo,38.07,express,entregado
5829,2025-05-17,Madrid,Valencia,29.43,estandar,entregado
5830,2025-05-01,Granada,Barcelona,,estandar,en camino
5831,2025-05-30,Vigo,Toledo,26.21,express,en reparto
5832,2025-05-12,Granada,Valencia,15.15,express,en camino
5833,2025-05-27,Barcelona,Madrid,4.85,estandar,en reparto
5834,2025-05-06,Malaga,Barcelona,23.59,estandar,en reparto
5835,2025-05-12,Barcelona,Sevilla,8.06,estandar,en camino
5836,2025-05-30,Barcelona,Bilbao,28.61,express,en reparto
5837,2025-05-04,Barcelona,Zaragoza,35.17,estandar,entregado
5838,2025-05-29,Zaragoza,Valencia,15.16,express,en reparto
5839,,Bilbao,Zaragoza,46.82,estandar,en camino
5840,2025-05-21,Sevilla,Granada,,estandar,en reparto
5841,2025-05-16,Toledo,Barcelona,26.03,express,en reparto
5842,2025-05-31,Valencia,Zaragoza,33.66,estandar,entregado
5843,2025-05-07,Sevilla,Zaragoza,44.23,express,en camino
5844,2025-05-17,Madrid,Sevilla,-6.49,express,entregado
5845,2025-05-19,Granada,Zaragoza,4.0,express,en camino
5846,2025-05-15,Bilbao,Valencia,15.36,express,entregado
5847,2025-05-15,Granada,Madrid,9.08,express,en camino
5848,2025-05-24,Zaragoza,Sevilla,47.31,estandar,en reparto
5849,2025-05-02,Barcelona,Madrid,35.42,express,entregado
5850,2025-05-17,Barcelona,Madrid,19.22,estandar,en reparto
5851,2025-05-26,Malaga,Bilbao,16.23,express,en reparto
5852,2025-05-29,Zaragoza,Bilbao,27.98,estandar,entregado
5853,2025-05-19,Barcelona,Madrid,31.33,estandar,en camino
5854,2025-05-05,Barcelona,Zaragoza,12.8,express,en camino
5855,2025-05-01,Granada,Toledo,11.89,express,en reparto
5856,2025-05-06,Vigo,Sevilla,46.27,express,en reparto
5857,2025-05-10,Valencia,Toledo,1.3,express,en reparto
5858,2025-05-26,Bilbao,Vigo,22.12,estandar,en camino
5859,2025-05-21,Valencia,Granada,24.53,estandar,en reparto
5860,2025-05-29,Vigo,Valencia,29.41,estandar,entregado
5861,2025-05-30,Madrid,Vigo,36.94,express,en reparto
5862,2025-05-04,Sevilla,Madrid,7.98,express,en camino
5863,2025-05-03,Malaga,Madrid,9.01,express,en reparto
5864,2025-05-13,Bilbao,Sevilla,36.09,express,en reparto
5865,2025-05-27,Bilbao,Vigo,38.56,express,entregado
5866,2025-05-25,Sevilla,Barcelona,33.41,estandar,entregado
5867,2025-05-13,Sevilla,Barcelona,42.64,estandar,en camino
5868,2025-05-19,Madrid,Barcelona,12.04,estandar,en reparto
5869,2025-05-02,Valencia,Madrid,16.37,express,en camino
5870,2025-05-16,Granada,Valencia,0.45,estandar,en camino
5871,2025-05-21,Vigo,Madrid,25.48,express,en camino
5872,2025-05-31,Sevilla,Barcelona,28.9,express,en reparto
5873,2025-05-29,Malaga,Sevilla,22.65,estandar,entregado
5874,2025-05-24,Madrid,Malaga,8.5,express,en reparto
5875,2025-05-12,Vigo,Bilbao,16.6,express,entregado
5876,2025-05-05,Zaragoza,Malaga,-0.51,express,entregado
5877,2025-05-26,Malaga,Sevilla,22.45,estandar,en reparto
5878,2025-05-03,Sevilla,Vigo,-8.15,express,en camino
5879,2025-05-27,Valencia,Malaga,29.61,express,en camino
5880,2025-05-02,Vigo,Madrid,21.59,express,en reparto
5881,2025-05-14,Toledo,Malaga,27.16,estandar,entregado
5882,2025-05-21,Vigo,Malaga,40.46,estandar,en reparto
5883,2025-05-29,Madrid,Granada,8.23,express,entregado
5884,2025-05-06,Barcelona,Malaga,27.06,estandar,entregado
5885,2025-05-16,Zaragoza,Malaga,49.78,estandar,en camino
5886,2025-05-09,Vigo,Malaga,29.14,express,en camino
5887,2025-05-16,Granada,Bilbao,4.07,express,entregado
5888,2025-05-22,Zaragoza,Madrid,49.7,express,entregado
5889,2025-05-05,Toledo,Malaga,13.8,estandar,en camino
5890,2025-05-16,Bilbao,Granada,30.36,express,en reparto
5891,2025-05-30,Vigo,Madrid,31.6,estandar,entregado
5892,2025-05-12,Granada,Toledo,40.35,express,entregado
5893,2025-05-02,Vigo,Barcelona,-0.38,express,entregado
5894,2025-05-02,Bilbao,Madrid,-5.36,express,entregado
5895,2025-05-22,Toledo,Granada,25.24,express,en camino
5896,2025-05-15,Zaragoza,Barcelona,43.48,estandar,en reparto
5897,2025-05-20,Zaragoza,Sevilla,12.73,estandar,entregado
5898,2025-05-22,Barcelona,Valencia,37.65,express,en reparto
5899,2025-05-30,Sevilla,Vigo,-4.39,estandar,en reparto
5900,2025-05-19,Vigo,Barcelona,34.78,estandar,entregado
5901,2025-05-30,Bilbao,Valencia,14.59,express,entregado
5902,2025-05-21,Bilbao,Sevilla,1.95,express,en camino
5903,2025-05-02,Toledo,Madrid,26.71,estandar,en reparto
5904,2025-05-31,Barcelona,Madrid,11.46,estandar,entregado
5905,2025-05-29,Barcelona,Granada,48.3,express,en reparto
5906,2025-05-01,Bilbao,Granada,10.87,estandar,entregado
5907,2025-05-13,Sevilla,Malaga,38.4,estandar,entregado
5908,2025-05-04,Madrid,Valencia,9.8,express,en camino
5909,2025-05-27,Barcelona,Sevilla,6.35,express,en camino
5910,2025-05-12,Barcelona,Sevilla,33.41,estandar,entregado
5911,2025-05-23,Zaragoza,Barcelona,8.15,estandar,en reparto
5912,2025-05-19,Valencia,Sevilla,8.36,estandar,entregado
5913,2025-05-06,Granada,Malaga,23.35,estandar,entregado
5914,2025-05-05,Malaga,Vigo,36.05,estandar,entregado
5915,2025-05-09,Madrid,Valencia,11.26,estandar,entregado
5916,2025-05-06,Malaga,Zaragoza,19.53,estandar,entregado
5917,2025-05-15,Vigo,Valencia,-0.45,estandar,en reparto
5918,2025-05-28,Granada,Toledo,31.36,estandar,en reparto
5919,2025-05-20,Zaragoza,Toledo,-2.83,express,en reparto
5920,2025-05-25,Malaga,Madrid,44.96,estandar,en camino
5921,2025-05-11,Vigo,Sevilla,14.32,express,entregado
5922,2025-05-20,Vigo,Toledo,1.78,estandar,en reparto
5923,2025-05-03,Barcelona,Valencia,37.53,estandar,en reparto
5924,2025/05/13,Vigo,Granada,35.32,estandar,entregado
5925,2025-05-10,Valencia,Granada,39.33,express,en camino
5926,,Barcelona,Sevilla,20.47,express,en reparto
5927,2025-05-19,Barcelona,Valencia,3.87,estandar,entregado
5928,2025-05-02,Toledo,Valencia,20.43,estandar,entregado
5929,2025-05-24,Zaragoza,Barcelona,3.91,express,entregado
5930,2025-05-07,Bilbao,Sevilla,0.61,estandar,en camino
5931,2025-05-22,Sevilla,Madrid,15.21,express,entregado
5932,2025-05-04,Madrid,Granada,7.38,estandar,en reparto
5933,2025-05-18,Barcelona,Toledo,3.03,estandar,en camino
5934,2025-05-30,Sevilla,Barcelona,49.05,estandar,en camino
5935,2025-05-24,Barcelona,Valencia,48.48,express,en camino
5936,2025-05-14,Vigo,Malaga,16.02,express,entregado
5937,2025-05-23,Barcelona,Zaragoza,3.9,estandar,entregado
5938,2025-05-19,Vigo,Zaragoza,31.59,estandar,en reparto
5939,2025-05-11,Toledo,Madrid,31.7,estandar,entregado
5940,2025-05-31,Bilbao,Vigo,20.74,estandar,en reparto
5941,2025-05-07,Bilbao,Granada,21.92,estandar,entregado
5942,2025-05-12,Toledo,Bilbao,43.84,express,en camino
5943,2025-05-10,Zaragoza,Sevilla,-5.68,estandar,en camino
5944,2025-05-23,Zaragoza,Bilbao,23.78,express,en camino
5945,2025-05-26,Valencia,Malaga,20.18,express,en reparto
5946,2025-05-06,Zaragoza,Bilbao,29.62,estandar,en reparto
5947,2025-05-30,Sevilla,Valencia,42.14,express,en reparto
5948,2025-05-11,Granada,Malaga,-2.49,estandar,en camino
5949,2025-05-18,Toledo,Bilbao,-6.75,express,entregado
5950,2025-05-19,Malaga,Sevilla,,estandar,entregado
5951,2025-05-02,Sevilla,Toledo,17.8,estandar,en reparto
5952,2025-05-15,Malaga,Bilbao,-6.03,express,en reparto
5953,2025-05-30,Valencia,Sevilla,-0.43,express,en reparto
5954,2025-05-06,Zaragoza,Bilbao,3.22,estandar,en camino
5955,2025-05-30,Granada,Toledo,39.71,express,en reparto
5956,2025-05-30,Granada,Vigo,21.11,estandar,entregado
5957,2025-05-12,Sevilla,Malaga,13.1,express,en reparto
5958,2025-05-07,Granada,Zaragoza,,express,en camino
5959,2025-05-21,Valencia,Madrid,-8.31,estandar,en reparto
5960,2025-05-05,Madrid,Vigo,15.41,estandar,en reparto
5961,2025-05-18,Malaga,Bilbao,25.25,express,entregado
5962,2025-05-15,Malaga,Sevilla,9.14,estandar,entregado
5963,2025-05-24,Bilbao,Vigo,27.42,express,entregado
5964,2025-05-27,Vigo,Toledo,,estandar,en camino
5965,2025-05-26,Vigo,Malaga,40.65,estandar,en reparto
5966,2025-05-03,Toledo,Granada,14.74,estandar,en reparto
5967,2025-05-29,Madrid,Granada,3.34,express,entregado
5968,2025-05-13,Sevilla,Vigo,,estandar,entregado
5969,2025-05-31,Bilbao,Vigo,-7.76,estandar,entregado
5970,2025-05-02,Vigo,Valencia,13.9,estandar,en camino
5971,2025-05-28,Bilbao,Malaga,-9.58,express,entregado
5972,2025-05-30,Barcelona,Malaga,48.59,estandar,entregado
5973,2025-05-11,Bilbao,Toledo,7.03,estandar,entregado
5974,2025-05-15,Madrid,Zaragoza,-4.2,estandar,entregado
5975,2025-05-16,Bilbao,Valencia,37.31,express,en reparto
5976,2025-05-16,Barcelona,Malaga,6.39,estandar,en reparto
5977,2025-05-02,Barcelona,Zaragoza,17.35,express,en reparto
5978,2025-05-23,Madrid,Barcelona,42.69,express,en camino
5979,2025-05-22,Vigo,Valencia,42.25,express,en reparto
5980,2025-05-10,Barcelona,Bilbao,-9.08,express,entregado
5981,2025-05-23,Malaga,Toledo,32.3,express,entregado
5982,2025-05-06,Zaragoza,Vigo,17.8,estandar,en reparto
5983,2025-05-04,Bilbao,Barcelona,11.91,estandar,en reparto
5984,2025-05-02,Vigo,Sevilla,9.52,express,entregado
5985,2025-05-17,Bilbao,Valencia,42.88,estandar,entregado
5986,2025-05-20,Malaga,Bilbao,10.89,estandar,en camino
5987,,Granada,Barcelona,26.02,estandar,en reparto
5988,2025-05-02,Bilbao,Barcelona,49.95,express,en camino
5989,2025-05-29,Bilbao,Toledo,33.38,estandar,en reparto
5990,2025-05-06,Valencia,Malaga,44.5,estandar,en reparto
5991,2025-05-09,Zaragoza,Barcelona,-4.56,express,entregado
5992,2025-05-30,Toledo,Bilbao,35.27,estandar,entregado
5993,2025-05-13,Bilbao,Malaga,5.68,express,en camino
5994,2025-05-21,Zaragoza,Malaga,37.08,estandar,en camino
5995,2025-05-09,Malaga,Madrid,11.34,estandar,en camino
5996,2025-05-18,Vigo,Sevilla,5.73,estandar,entregado
5997,2025-05-01,Valencia,Sevilla,21.05,express,en reparto
5998,2025-05-29,Barcelona,Sevilla,-1.88,estandar,en camino
5999,2025-05-15,Valencia,Barcelona,-3.19,express,entregado
6000,2025-05-12,Zaragoza,Malaga,12.07,express,en camino
6001,2025-05-09,Malaga,Madrid,25.81,express,en reparto
6002,2025-05-25,Zaragoza,Valencia,45.48,estandar,en reparto
6003,2025-05-27,Madrid,Vigo,32.81,express,en reparto
6004,2025-05-20,Malaga,Madrid,15.24,estandar,entregado
6005,,Madrid,Sevilla,4.3,express,en camino
6006,2025-05-02,Vigo,Granada,36.02,estandar,entregado
6007,2025-05-14,Toledo,Valencia,32.22,estandar,en reparto
6008,2025-05-13,Madrid,Valencia,5.13,estandar,en camino
6009,2025-05-30,Bilbao,Toledo,0.31,estandar,en reparto
6010,2025-05-19,Barcelona,Malaga,25.57,estandar,entregado
6011,2025-05-16,Toledo,Barcelona,37.99,estandar,en reparto
6012,2025-05-02,Granada,Malaga,-7.9,express,en reparto
6013,2025-05-05,Barcelona,Bilbao,36.42,estandar,en camino
6014,2025-05-08,Malaga,Vigo,38.73,express,en reparto
6015,2025-05-12,Barcelona,Toledo,-0.88,estandar,en reparto
6016,2025-05-25,Madrid,Granada,10.2,express,en camino
6017,2025-05-07,Vigo,Bilbao,11.49,estandar,en reparto
6018,2025-05-03,Toledo,Vigo,12.96,express,entregado
6019,2025-05-06,Vigo,Sevilla,14.19,estandar,en reparto
6020,2025-05-21,Malaga,Vigo,39.18,estandar,en camino
6021,2025-05-11,Zaragoza,Valencia,41.03,estandar,en camino
6022,2025-05-25,Valencia,Malaga,21.47,estandar,entregado
6023,2025-05-13,Barcelona,Malaga,29.49,express,en camino
6024,2025-05-06,Toledo,Bilbao,16.66,express,en reparto
6025,2025-05-05,Bilbao,Valencia,6.24,estandar,en camino
6026,2025-05-14,Madrid,Sevilla,10.67,express,entregado
6027,2025-05-20,Madrid,Toledo,20.47,express,en reparto
6028,2025-05-15,Granada,Sevilla,17.53,express,entregado
6029,2025-05-18,Toledo,Bilbao,41.66,express,en camino
6030,2025-05-02,Sevilla,Zaragoza,43.92,estandar,en reparto
6031,2025-05-22,Vigo,Zaragoza,43.88,express,entregado
6032,2025-05-14,Barcelona,Madrid,31.16,express,en reparto
6033,2025-05-18,Sevilla,Vigo,17.2,estandar,en reparto
6034,2025-05-02,Toledo,Zaragoza,27.75,express,en reparto
6035,2025-05-30,Vigo,Zaragoza,-0.9,express,entregado
6036,2025-05-08,Valencia,Granada,-4.2,express,en reparto
6037,2025-05-23,Malaga,Bilbao,11.79,express,entregado
6038,2025-05-26,Barcelona,Granada,5.13,estandar,en camino
6039,2025/05/05,Malaga,Vigo,32.59,express,en reparto
6040,2025-05-26,Toledo,Valencia,7.31,express,entregado
6041,2025-05-15,Zaragoza,Toledo,-7.66,express,en camino
6042,2025-05-10,Zaragoza,Barcelona,11.97,estandar,en camino
6043,2025-05-26,Sevilla,Malaga,22.41,express,entregado
6044,2025-05-30,Vigo,Madrid,41.01,express,en camino
6045,2025-05-28,Vigo,Toledo,35.73,estandar,en camino
6046,2025-05-17,Malaga,Granada,,express,en camino
6047,2025-05-09,Sevilla,Malaga,47.01,express,entregado
6048,2025-05-14,Zaragoza,Vigo,48.88,express,en camino
6049,2025-05-19,Barcelona,Madrid,45.47,express,en reparto
6050,2025-05-01,Barcelona,Zaragoza,45.97,estandar,en camino
6051,2025-05-24,Bilbao,Toledo,30.59,estandar,en reparto
6052,2025-05-24,Granada,Madrid,44.75,express,en camino
6053,,Toledo,Valencia,21.0,express,en reparto
6054,2025-05-08,Zaragoza,Bilbao,7.08,estandar,entregado
6055,2025-05-09,Barcelona,Toledo,33.36,express,entregado
6056,2025-05-05,Madrid,Zaragoza,26.31,express,entregado
6057,2025-05-02,Bilbao,Valencia,14.14,estandar,en reparto
6058,2025-05-15,Vigo,Toledo,-0.52,express,en reparto
6059,2025-05-07,Barcelona,Zaragoza,22.94,estandar,entregado
6060,2025-05-30,Malaga,Granada,32.31,estandar,en camino
6061,2025-05-12,Malaga,Barcelona,-8.57,estandar,en camino
6062,2025-05-19,Barcelona,Granada,31.72,express,en reparto
6063,2025-05-15,Toledo,Madrid,39.6,express,entregado
6064,2025-05-17,Vigo,Bilbao,30.89,express,entregado
6065,2025-05-03,Granada,Vigo,11.56,estandar,en reparto
6066,2025-05-01,Valencia,Zaragoza,-4.33,estandar,entregado
6067,2025-05-15,Granada,Sevilla,-2.19,estandar,en camino
6068,2025-05-10,Barcelona,Sevilla,29.49,express,en reparto
6069,2025-05-20,Malaga,Bilbao,-3.57,express,en camino
6070,2025-05-24,Madrid,Granada,20.78,estandar,entregado
6071,2025-05-06,Barcelona,Granada,-7.78,estandar,en camino
6072,2025-05-22,Bilbao,Madrid,41.18,express,en reparto
6073,2025-05-25,Madrid,Sevilla,2.55,estandar,en reparto
6074,2025-05-18,Toledo,Malaga,47.8,express,entregado
6075,2025-05-11,Valencia,Malaga,47.2,express,en camino
6076,2025-05-21,Sevilla,Vigo,7.05,estandar,en camino
6077,2025-05-23,Valencia,Barcelona,3.54,estandar,entregado
6078,2025-05-05,Sevilla,Bilbao,43.2,estandar,en camino
6079,2025-05-11,Vigo,Zaragoza,3.82,estandar,entregado
6080,2025-05-27,Valencia,Toledo,29.93,express,en camino
6081,2025-05-14,Granada,Toledo,1.35,estandar,entregado
6082,2025-05-03,Zaragoza,Toledo,-3.51,express,entregado
6083,2025-05-12,Zaragoza,Toledo,22.45,express,entregado
6084,2025-05-09,Vigo,Bilbao,8.53,express,entregado
6085,2025-05-30,Madrid,Toledo,-5.39,express,en camino
6086,2025-05-10,Vigo,Madrid,5.23,express,en reparto
6087,2025-05-30,Sevilla,Barcelona,14.14,express,entregado
6088,2025-05-05,Zaragoza,Madrid,48.58,express,en reparto
6089,,Sevilla,Vigo,13.19,estandar,en reparto
6090,2025-05-01,Bilbao,Vigo,30.05,estandar,en camino
6091,2025-05-08,Valencia,Malaga,33.87,express,entregado
6092,2025-05-27,Granada,Toledo,2.34,express,en camino
6093,2025-05-19,Valencia,Madrid,43.37,express,en camino
6094,2025-05-31,Malaga,Vigo,37.41,estandar,entregado
6095,2025-05-01,Sevilla,Madrid,34.03,estandar,en camino
6096,2025-05-18,Granada,Malaga,16.11,express,en camino
6097,2025-05-25,Sevilla,Vigo,28.51,estandar,en camino
6098,2025-05-01,Valencia,Zaragoza,12.78,estandar,entregado
6099,2025-05-11,Toledo,Zaragoza,23.76,estandar,en reparto
6100,2025-05-16,Malaga,Bilbao,-6.6,express,en camino
6101,2025-05-12,Granada,Vigo,19.0,express,en reparto
6102,2025-05-30,Sevilla,Madrid,-0.26,estandar,entregado
6103,2025-05-04,Valencia,Toledo,16.88,express,en reparto
6104,2025-05-19,Zaragoza,Bilbao,12.09,express,en camino
6105,2025-05-17,Valencia,Sevilla,22.9,estandar,en camino
6106,2025-05-31,Granada,Malaga,25.41,estandar,en reparto
6107,2025-05-03,Madrid,Malaga,6.35,estandar,en camino
6108,2025-05-25,Granada,Valencia,4.84,estandar,en camino
6109,2025-05-30,Valencia,Vigo,14.05,express,en reparto
6110,2025-05-30,Granada,Toledo,,express,en reparto
6111,2025-05-24,Barcelona,Valencia,6.76,express,en camino
6112,2025-05-14,Granada,Madrid,44.75,estandar,en camino
6113,2025-05-30,Granada,Madrid,8.43,express,en camino
6114,2025-05-01,Toledo,Vigo,22.7,express,entregado
6115,2025-05-20,Valencia,Malaga,-2.33,estandar,entregado
6116,2025-05-24,Malaga,Vigo,-6.27,express,entregado
6117,2025-05-08,Sevilla,Valencia,8.27,estandar,en camino
6118,2025-05-02,Sevilla,Madrid,-9.68,estandar,entregado
6119,2025-05-10,Zaragoza,Sevilla,35.47,express,entregado
6120,2025-05-29,Madrid,Vigo,39.78,estandar,entregado
6121,2025-05-30,Bilbao,Barcelona,18.07,estandar,en camino
6122,2025-05-16,Valencia,Malaga,39.84,estandar,entregado
6123,2025-05-09,Toledo,Zaragoza,-0.35,estandar,en camino
6124,2025-05-15,Valencia,Vigo,17.98,estandar,en camino
6125,2025-05-31,Valencia,Granada,43.15,express,entregado
6126,2025-05-23,Bilbao,Zaragoza,17.44,express,en reparto
6127,2025-05-26,Vigo,Zaragoza,2.27,estandar,entregado
6128,2025-05-18,Zaragoza,Madrid,3.47,express,entregado
6129,2025-05-06,Malaga,Zaragoza,29.15,express,en reparto
6130,2025-05-22,Barcelona,Bilbao,35.24,estandar,entregado
6131,2025-05-19,Malaga,Toledo,-1.27,estandar,entregado
6132,2025-05-27,Zaragoza,Granada,46.28,estandar,en reparto
6133,2025-05-26,Vigo,Toledo,25.49,estandar,en reparto
6134,2025-05-26,Malaga,Madrid,49.25,estandar,en reparto
6135,2025-05-08,Vigo,Granada,11.37,estandar,en camino
6136,2025-05-05,Madrid,Sevilla,46.68,express,en camino
6137,2025-05-31,Madrid,Vigo,-2.41,express,entregado
6138,2025/05/27,Vigo,Valencia,6.95,estandar,en reparto
6139,2025-05-22,Granada,Sevilla,-6.74,estandar,en reparto
6140,2025-05-07,Madrid,Malaga,12.79,estandar,en camino
6141,2025-05-07,Valencia,Vigo,-5.09,express,en camino
6142,2025-05-03,Valencia,Bilbao,25.43,estandar,en reparto
6143,2025-05-08,Barcelona,Zaragoza,24.97,estandar,en reparto
6144,2025-05-18,Valencia,Malaga,34.51,express,entregado
6145,2025-05-21,Toledo,Sevilla,22.94,express,en camino
6146,2025-05-19,Zaragoza,Toledo,-7.54,express,entregado
6147,2025-05-22,Bilbao,Barcelona,41.03,express,entregado
6148,2025-05-02,Barcelona,Toledo,29.65,express,en camino
6149,2025-05-10,Bilbao,Barcelona,16.79,estandar,en reparto
6150,2025-05-07,Madrid,Barcelona,45.16,express,en camino
6151,2025-05-04,Valencia,Bilbao,39.09,estandar,en camino
6152,2025-05-25,Granada,Barcelona,47.61,estandar,en reparto
6153,2025-05-08,Malaga,Toledo,-8.18,estandar,entregado
6154,2025-05-01,Malaga,Valencia,18.78,express,en camino
6155,2025-05-14,Bilbao,Zaragoza,-5.61,express,entregado
6156,2025-05-18,Granada,Bilbao,28.91,estandar,en reparto
6157,2025-05-22,Granada,Zaragoza,14.92,estandar,en reparto
6158,,Valencia,Granada,-1.04,express,entregado
6159,2025-05-02,Sevilla,Valencia,28.7,express,entregado
6160,2025-05-02,Zaragoza,Granada,30.49,express,en camino
6161,2025-05-14,Malaga,Sevilla,10.11,express,en camino
6162,2025-05-17,Zaragoza,Bilbao,33.52,express,entregado
6163,2025-05-25,Malaga,Bilbao,38.56,express,en camino
6164,2025-05-10,Valencia,Toledo,22.6,express,en camino
6165,2025-05-12,Zaragoza,Barcelona,1.64,estandar,entregado
6166,2025-05-26,Valencia,Granada,-3.13,estandar,entregado
6167,2025-05-01,Barcelona,Madrid,40.47,estandar,entregado
6168,2025-05-03,Madrid,Vigo,18.83,express,entregado
6169,2025-05-16,Valencia,Bilbao,0.12,express,en reparto
6170,2025-05-29,Sevilla,Vigo,2.08,estandar,entregado
6171,2025-05-10,Vigo,Madrid,46.28,express,entregado
6172,2025-05-31,Bilbao,Toledo,43.52,express,en camino
6173,2025-05-11,Zaragoza,Bilbao,39.2,estandar,entregado
6174,2025-05-28,Madrid,Zaragoza,47.39,express,en camino
6175,2025-05-17,Madrid,Toledo,-4.19,express,en reparto
6176,2025-05-25,Bilbao,Granada,16.97,estandar,entregado
6177,2025-05-16,Granada,Sevilla,-7.86,estandar,en camino
6178,2025-05-27,Malaga,Valencia,39.93,express,entregado
6179,2025-05-06,Bilbao,Zaragoza,25.16,estandar,entregado
6180,2025-05-18,Toledo,Sevilla,20.03,estandar,entregado
6181,2025-05-19,Malaga,Vigo,22.08,estandar,en camino
6182,2025-05-20,Toledo,Bilbao,10.24,express,en reparto
6183,2025-05-20,Madrid,Sevilla,7.64,estandar,entregado
6184,2025-05-03,Granada,Barcelona,21.72,estandar,en camino
6185,2025-05-02,Vigo,Valencia,45.6,express,entregado
6186,2025-05-16,Vigo,Sevilla,41.22,express,entregado
6187,2025-05-04,Zaragoza,Granada,31.66,estandar,en camino
6188,2025-05-04,Toledo,Granada,36.37,express,entregado
6189,2025-05-29,Vigo,Madrid,39.95,estandar,en camino
6190,2025-05-04,Zaragoza,Toledo,-6.29,express,en camino
6191,2025-05-16,Vigo,Granada,34.67,estandar,en camino
6192,2025-05-12,Granada,Vigo,36.31,estandar,en camino
6193,2025-05-21,Granada,Vigo,29.23,estandar,en camino
6194,2025-05-08,Malaga,Valencia,-2.75,express,entregado
6195,2025-05-06,Zaragoza,Madrid,-3.11,express,entregado
6196,2025-05-13,Barcelona,Sevilla,9.77,express,en camino
6197,2025-05-17,Zaragoza,Malaga,16.93,estandar,en reparto
6198,2025-05-12,Barcelona,Zaragoza,12.9,express,en reparto
6199,2025-05-02,Toledo,Barcelona,15.14,express,en reparto
6200,2025-05-14,Barcelona,Granada,25.33,estandar,en camino
6201,2025-05-27,Barcelona,Malaga,-9.14,express,entregado
6202,2025-05-09,Zaragoza,Valencia,21.91,express,en camino
6203,2025-05-07,Malaga,Vigo,-7.43,express,en reparto
6204,2025-05-23,Madrid,Valencia,34.13,express,entregado
6205,2025-05-31,Barcelona,Madrid,32.42,express,entregado
6206,2025-05-06,Granada,Bilbao,30.64,express,entregado
6207,2025-05-02,Madrid,Bilbao,32.2,express,en camino
6208,2025-05-31,Zaragoza,Malaga,-0.38,estandar,en camino
6209,2025-05-02,Sevilla,Madrid,17.46,express,entregado
6210,2025-05-02,Granada,Bilbao,-0.15,express,en reparto
6211,2025-05-01,Bilbao,Toledo,,express,en reparto
6212,2025-05-21,Bilbao,Sevilla,28.32,estandar,en camino
6213,2025-05-19,Bilbao,Madrid,17.96,express,entregado
6214,2025-05-11,Sevilla,Malaga,26.67,express,en camino
6215,2025-05-31,Zaragoza,Bilbao,0.28,estandar,en reparto
6216,2025-05-09,Bilbao,Vigo,16.01,express,en reparto
6217,2025-05-31,Malaga,Zaragoza,40.91,express,en reparto
6218,2025-05-29,Toledo,Valencia,-2.89,estandar,en reparto
6219,2025-05-20,Bilbao,Barcelona,,express,en camino
6220,2025-05-10,Madrid,Sevilla,-8.47,estandar,en reparto
6221,2025-05-31,Zaragoza,Toledo,-0.61,express,en camino
6222,2025-05-31,Bilbao,Zaragoza,45.39,estandar,en reparto
6223,2025-05-14,Bilbao,Malaga,45.98,express,en reparto
6224,2025-05-04,Granada,Valencia,-3.34,estandar,en camino
6225,2025-05-17,Granada,Bilbao,-4.08,estandar,en reparto
6226,2025-05-21,Malaga,Zaragoza,7.53,express,en reparto
6227,2025-05-24,Madrid,Malaga,39.41,express,en camino
6228,2025-05-02,Valencia,Madrid,42.33,estandar,entregado
6229,2025-05-28,Barcelona,Vigo,18.46,express,en camino
6230,2025-05-28,Malaga,Sevilla,28.59,express,en reparto
6231,2025-05-20,Sevilla,Vigo,15.92,express,en camino
6232,2025-05-25,Barcelona,Madrid,4.0,express,en camino
